TouchpointID,CustomerID,ChannelID,Timestamp
T01248,C0254,CH02,2023-03-11 05:31:00
T01249,C0254,CH05,2023-05-13 04:02:00
T01250,C0254,CH04,2023-12-09 03:09:00
T01251,C0254,CH04,2024-01-25 00:41:00
T01252,C0254,CH03,2024-02-04 03:24:00
T01253,C0254,CH03,2024-07-20 14:34:00
T01254,C0255,CH01,2023-02-23 07:50:00
T01255,C0255,CH01,2023-03-20 22:54:00
T01256,C0255,CH03,2023-08-15 21:16:00
T01257,C0255,CH02,2023-11-21 02:41:00
T01258,C0255,CH01,2024-04-08 17:38:00
T01259,C0256,CH05,2023-08-11 23:05:00
T01260,C0256,CH01,2024-05-16 20:23:00
T01261,C0256,CH03,2024-11-23 17:10:00
T05195,C0256,CH06,2024-11-23 17:10:01
T01262,C0257,CH03,2023-01-29 18:17:00
T01263,C0257,CH03,2023-03-12 12:15:00
T01264,C0257,CH02,2023-05-08 18:43:00
T01265,C0257,CH02,2023-10-23 02:55:00
T01266,C0257,CH05,2023-10-29 08:20:00
T01267,C0257,CH02,2024-02-01 14:45:00
T01268,C0257,CH01,2024-12-17 00:31:00
T01269,C0258,CH04,2023-04-09 17:06:00
T01270,C0258,CH02,2023-11-16 19:18:00
T01271,C0258,CH01,2024-06-19 01:28:00
T01272,C0258,CH04,2024-10-03 16:04:00
T01273,C0259,CH01,2023-03-07 01:13:00
T01274,C0259,CH01,2024-05-11 10:03:00
T01275,C0259,CH05,2024-05-21 19:30:00
T01276,C0259,CH02,2024-07-07 23:12:00
T01277,C0259,CH02,2024-08-07 00:48:00
T01278,C0259,CH04,2024-09-06 18:59:00
T01279,C0259,CH04,2024-12-26 20:06:00
T05193,C0259,CH06,2024-12-26 20:06:01
T01280,C0260,CH04,2024-02-06 04:53:00
T01281,C0260,CH01,2024-06-06 09:26:00
T01282,C0260,CH05,2024-06-14 08:47:00
T05293,C0260,CH06,2024-06-14 08:47:01
T01283,C0261,CH01,2023-06-16 04:54:00
T01284,C0261,CH04,2023-07-22 14:37:00
T01285,C0261,CH02,2023-11-05 04:15:00
T01286,C0261,CH02,2023-11-13 17:39:00
T01287,C0261,CH02,2024-01-22 03:11:00
T01288,C0261,CH05,2024-12-11 19:15:00
T01289,C0261,CH04,2024-12-12 12:12:00
T05225,C0261,CH06,2024-12-12 12:12:01
T01290,C0262,CH03,2023-06-08 21:16:00
T01291,C0262,CH05,2023-08-07 23:16:00
T01292,C0262,CH03,2023-08-08 22:09:00
T01293,C0262,CH04,2024-12-21 13:52:00
T05439,C0262,CH06,2024-12-21 13:52:01
T01294,C0263,CH03,2023-03-27 04:24:00
T01295,C0263,CH05,2023-06-27 10:31:00
T01296,C0263,CH04,2024-10-06 09:18:00
T01297,C0264,CH03,2023-02-03 06:27:00
T01298,C0264,CH04,2023-07-10 21:23:00
T01299,C0264,CH01,2023-07-12 10:35:00
T01300,C0264,CH01,2024-02-27 21:09:00
T01301,C0264,CH02,2024-09-07 14:37:00
T01302,C0265,CH01,2023-01-30 10:38:00
T01303,C0265,CH02,2023-07-19 09:08:00
T01304,C0265,CH05,2023-07-23 15:02:00
T01305,C0265,CH01,2023-11-08 12:16:00
T01306,C0265,CH02,2024-09-26 16:20:00
T01307,C0266,CH05,2023-02-02 17:53:00
T01308,C0266,CH03,2023-10-06 18:09:00
T01309,C0266,CH03,2024-03-15 10:42:00
T01310,C0266,CH03,2024-06-17 14:03:00
T01311,C0266,CH04,2024-07-01 08:11:00
T01312,C0266,CH02,2024-07-25 07:51:00
T01313,C0267,CH05,2023-04-28 02:00:00
T01314,C0267,CH03,2023-09-15 20:44:00
T01315,C0267,CH04,2024-04-26 10:29:00
T01316,C0267,CH05,2024-05-02 19:44:00
T01317,C0267,CH05,2024-09-08 02:30:00
T01318,C0267,CH03,2024-11-03 21:09:00
T01319,C0267,CH03,2024-11-16 12:57:00
T01320,C0268,CH04,2023-03-31 06:13:00
T01321,C0268,CH02,2023-09-02 11:31:00
T01322,C0268,CH04,2023-12-21 12:18:00
T01323,C0268,CH03,2024-03-02 21:18:00
T05299,C0268,CH06,2024-03-02 21:18:01
T01324,C0269,CH03,2023-07-15 17:05:00
T01325,C0269,CH03,2023-07-29 09:56:00
T01326,C0269,CH03,2023-09-07 17:43:00
T01327,C0269,CH02,2023-09-11 14:55:00
T01328,C0269,CH04,2023-12-04 11:47:00
T01329,C0269,CH02,2023-12-15 18:02:00
T01330,C0269,CH04,2024-06-06 20:13:00
T01331,C0270,CH01,2023-03-26 07:14:00
T01332,C0270,CH01,2024-02-18 07:50:00
T01333,C0270,CH04,2024-06-04 13:46:00
T05226,C0270,CH06,2024-06-04 13:46:01
T01334,C0271,CH02,2023-05-31 20:09:00
T01335,C0271,CH05,2023-12-16 03:42:00
T01336,C0271,CH04,2024-02-15 01:36:00
T01337,C0271,CH02,2024-03-08 20:07:00
T01338,C0271,CH03,2024-04-16 15:30:00
T01339,C0271,CH05,2024-04-30 05:30:00
T01340,C0272,CH02,2024-03-04 03:30:00
T01341,C0272,CH02,2024-03-22 05:53:00
T01342,C0272,CH04,2024-04-11 06:01:00
T01343,C0272,CH03,2024-04-29 12:11:00
T01344,C0273,CH01,2023-05-21 00:20:00
T01345,C0273,CH04,2023-09-14 19:39:00
T01346,C0273,CH01,2024-01-02 20:49:00
T01347,C0273,CH01,2024-04-24 11:44:00
T01348,C0273,CH05,2024-05-14 21:26:00
T01349,C0273,CH02,2024-09-13 02:18:00
T01350,C0273,CH03,2024-10-22 20:27:00
T01351,C0274,CH02,2023-02-21 18:08:00
T01352,C0274,CH02,2024-02-24 16:44:00
T01353,C0274,CH03,2024-08-04 19:45:00
T01354,C0274,CH01,2024-08-30 22:58:00
T01355,C0275,CH01,2023-11-29 10:14:00
T01356,C0275,CH05,2024-11-11 03:28:00
T01357,C0275,CH03,2024-12-08 09:10:00
T05251,C0275,CH06,2024-12-08 09:10:01
T01358,C0276,CH03,2023-03-18 13:18:00
T01359,C0276,CH02,2023-07-25 21:59:00
T01360,C0276,CH03,2023-08-26 16:35:00
T01361,C0276,CH02,2023-09-30 18:53:00
T01362,C0276,CH02,2024-06-27 03:56:00
T01363,C0276,CH01,2024-11-24 19:00:00
T05526,C0276,CH06,2024-11-24 19:00:01
T01364,C0277,CH02,2023-02-11 09:20:00
T01365,C0277,CH04,2023-04-08 00:04:00
T01366,C0277,CH03,2023-10-31 18:41:00
T01367,C0277,CH02,2024-09-11 06:16:00
T05061,C0277,CH06,2024-09-11 06:16:01
T01368,C0278,CH01,2023-01-10 06:59:00
T01369,C0278,CH02,2023-03-03 22:31:00
T01370,C0278,CH04,2024-03-25 00:33:00
T05436,C0278,CH06,2024-03-25 00:33:01
T01371,C0279,CH01,2023-01-17 17:14:00
T01372,C0279,CH01,2023-08-24 09:23:00
T01373,C0279,CH05,2023-11-19 16:41:00
T01374,C0279,CH03,2024-05-10 18:01:00
T01375,C0279,CH04,2024-12-01 21:58:00
T05414,C0279,CH06,2024-12-01 21:58:01
T01376,C0280,CH02,2023-11-07 01:02:00
T01377,C0280,CH04,2024-05-22 03:01:00
T01378,C0280,CH04,2024-06-04 12:31:00
T01379,C0280,CH04,2024-11-20 05:44:00
T04993,C0280,CH06,2024-11-20 05:44:01
T01380,C0281,CH01,2023-03-05 12:08:00
T01381,C0281,CH03,2023-04-04 07:16:00
T01382,C0281,CH02,2023-08-28 11:19:00
T01383,C0281,CH05,2024-01-26 19:52:00
T01384,C0281,CH02,2024-04-03 02:52:00
T01385,C0281,CH02,2024-09-30 20:58:00
T05472,C0281,CH06,2024-09-30 20:58:01
T01386,C0282,CH01,2023-01-26 14:56:00
T01387,C0282,CH01,2023-11-06 15:01:00
T01388,C0282,CH04,2023-11-15 08:26:00
T01389,C0282,CH04,2024-08-03 21:16:00
T05253,C0282,CH06,2024-08-03 21:16:01
T01390,C0283,CH02,2023-02-14 09:40:00
T01391,C0283,CH03,2023-03-03 18:54:00
T01392,C0283,CH01,2023-08-08 17:51:00
T01393,C0283,CH02,2024-08-02 10:05:00
T01394,C0284,CH04,2023-06-03 04:07:00
T01395,C0284,CH01,2024-02-23 07:06:00
T01396,C0284,CH05,2024-09-11 09:01:00
T05345,C0284,CH06,2024-09-11 09:01:01
T01397,C0285,CH01,2023-01-09 02:59:00
T01398,C0285,CH05,2023-04-26 00:59:00
T01399,C0285,CH01,2023-10-10 06:10:00
T01400,C0285,CH05,2023-10-24 19:23:00
T01401,C0285,CH01,2024-01-20 21:44:00
T01402,C0285,CH04,2024-11-27 22:29:00
T01403,C0285,CH01,2024-12-05 22:21:00
T05378,C0285,CH06,2024-12-05 22:21:01
T01404,C0286,CH05,2023-08-12 03:28:00
T01405,C0286,CH05,2024-02-24 07:21:00
T01406,C0286,CH02,2024-03-23 02:20:00
T01407,C0286,CH05,2024-07-28 15:51:00
T01408,C0286,CH05,2024-09-25 00:46:00
T01409,C0286,CH01,2024-11-03 13:13:00
T01410,C0286,CH05,2024-11-04 23:58:00
T04963,C0286,CH06,2024-11-04 23:58:01
T01411,C0287,CH05,2023-04-29 09:59:00
T01412,C0287,CH02,2023-08-11 11:58:00
T01413,C0287,CH01,2023-12-23 18:32:00
T01414,C0287,CH02,2024-07-27 22:12:00
T01415,C0288,CH01,2023-01-10 11:58:00
T01416,C0288,CH01,2023-08-07 05:23:00
T01417,C0288,CH04,2024-02-28 17:40:00
T01418,C0288,CH02,2024-03-13 04:41:00
T01419,C0288,CH05,2024-07-31 20:20:00
T01420,C0288,CH02,2024-08-31 16:02:00
T05521,C0288,CH06,2024-08-31 16:02:01
T01421,C0289,CH03,2023-02-04 19:05:00
T01422,C0289,CH02,2023-04-07 20:34:00
T01423,C0289,CH05,2023-04-24 06:20:00
T01424,C0289,CH03,2024-01-24 13:00:00
T01425,C0289,CH03,2024-03-16 07:03:00
T01426,C0289,CH01,2024-09-01 14:28:00
T05471,C0289,CH06,2024-09-01 14:28:01
T01427,C0290,CH04,2023-07-02 09:37:00
T01428,C0290,CH02,2023-11-26 00:57:00
T01429,C0290,CH03,2024-05-24 20:04:00
T05324,C0290,CH06,2024-05-24 20:04:01
T01430,C0291,CH02,2023-03-22 21:25:00
T01431,C0291,CH01,2023-09-30 15:59:00
T01432,C0291,CH03,2023-10-05 00:04:00
T01433,C0291,CH03,2023-10-18 08:57:00
T05334,C0291,CH06,2023-10-18 08:57:01
T01434,C0292,CH03,2023-11-25 03:24:00
T01435,C0292,CH03,2024-01-30 02:20:00
T01436,C0292,CH03,2024-08-24 05:03:00
T01437,C0292,CH02,2024-12-14 13:31:00
T05355,C0292,CH06,2024-12-14 13:31:01
T01438,C0293,CH04,2023-03-20 01:15:00
T01439,C0293,CH04,2023-07-30 06:23:00
T01440,C0293,CH03,2023-08-25 08:57:00
T01441,C0293,CH02,2024-03-24 19:39:00
T01442,C0293,CH02,2024-05-03 16:00:00
T01443,C0293,CH05,2024-12-22 12:21:00
T01444,C0293,CH01,2024-12-27 00:15:00
T01445,C0294,CH02,2023-06-02 20:57:00
T01446,C0294,CH01,2023-09-17 06:35:00
T01447,C0294,CH01,2024-04-17 14:15:00
T05207,C0294,CH06,2024-04-17 14:15:01
T01448,C0295,CH05,2023-02-23 07:41:00
T01449,C0295,CH02,2023-03-17 11:02:00
T01450,C0295,CH03,2023-08-14 17:43:00
T01451,C0295,CH05,2023-12-22 23:45:00
T01452,C0295,CH04,2024-10-10 06:47:00
T05286,C0295,CH06,2024-10-10 06:47:01
T01453,C0296,CH04,2023-05-06 22:26:00
T01454,C0296,CH04,2023-05-12 16:21:00
T01455,C0296,CH02,2024-02-17 10:54:00
T01456,C0296,CH01,2024-07-09 07:06:00
T01457,C0296,CH03,2024-09-23 13:27:00
T01458,C0296,CH04,2024-11-18 15:04:00
T01459,C0297,CH04,2023-01-26 21:07:00
T01460,C0297,CH03,2023-05-20 07:26:00
T01461,C0297,CH03,2023-06-27 15:40:00
T01462,C0297,CH03,2023-08-09 13:44:00
T01463,C0297,CH02,2023-09-16 06:38:00
T01464,C0297,CH02,2024-01-07 02:24:00
T01465,C0298,CH02,2023-01-30 11:48:00
T01466,C0298,CH04,2023-08-11 08:46:00
T01467,C0298,CH01,2024-11-10 06:23:00
T01468,C0298,CH01,2024-12-18 06:47:00
T01469,C0299,CH05,2023-05-15 05:39:00
T01470,C0299,CH05,2023-12-26 04:21:00
T01471,C0299,CH04,2024-10-27 00:08:00
T01472,C0300,CH05,2023-03-22 02:25:00
T01473,C0300,CH01,2023-06-20 03:03:00
T01474,C0300,CH05,2024-03-05 22:44:00
T01475,C0300,CH04,2024-09-14 22:46:00
T01476,C0300,CH05,2024-11-05 11:31:00
T05564,C0300,CH06,2024-11-05 11:31:01
T01477,C0301,CH01,2023-06-07 07:03:00
T01478,C0301,CH05,2023-06-22 02:46:00
T01479,C0301,CH02,2023-12-16 01:48:00
T01480,C0301,CH02,2024-04-10 01:43:00
T01481,C0301,CH02,2024-09-20 19:42:00
T01482,C0301,CH03,2024-10-05 11:46:00
T05373,C0301,CH06,2024-10-05 11:46:01
T01483,C0302,CH05,2023-07-30 05:03:00
T01484,C0302,CH03,2024-04-29 15:05:00
T01485,C0302,CH05,2024-11-05 02:10:00
T05071,C0302,CH06,2024-11-05 02:10:01
T01486,C0303,CH01,2023-02-17 19:52:00
T01487,C0303,CH02,2023-06-08 09:59:00
T01488,C0303,CH03,2023-06-17 11:00:00
T01489,C0303,CH05,2024-05-29 22:38:00
T01490,C0303,CH04,2024-12-16 21:46:00
T04974,C0303,CH06,2024-12-16 21:46:01
T01491,C0304,CH03,2024-03-10 15:17:00
T01492,C0304,CH03,2024-08-22 13:48:00
T01493,C0304,CH04,2024-09-16 09:21:00
T01494,C0304,CH02,2024-12-05 16:36:00
T05408,C0304,CH06,2024-12-05 16:36:01
T01495,C0305,CH04,2023-01-02 00:34:00
T01496,C0305,CH01,2023-01-04 06:55:00
T01497,C0305,CH05,2023-09-26 18:55:00
T01498,C0305,CH01,2023-12-20 17:09:00
T01499,C0305,CH03,2024-01-27 15:37:00
T01500,C0305,CH05,2024-04-05 03:57:00
T01501,C0305,CH02,2024-10-19 23:09:00
T05441,C0305,CH06,2024-10-19 23:09:01
T01502,C0306,CH04,2023-04-14 03:40:00
T01503,C0306,CH02,2023-06-09 11:19:00
T01504,C0306,CH05,2023-08-04 19:57:00
T01505,C0306,CH05,2024-01-21 19:02:00
T01506,C0306,CH05,2024-11-30 14:45:00
T01507,C0306,CH04,2024-12-19 03:30:00
T05538,C0306,CH06,2024-12-19 03:30:01
T01508,C0307,CH02,2023-03-14 22:30:00
T01509,C0307,CH01,2023-03-29 00:39:00
T01510,C0307,CH05,2023-05-13 04:26:00
T01511,C0307,CH05,2023-07-06 16:53:00
T01512,C0307,CH05,2023-09-11 14:10:00
T01513,C0307,CH04,2024-10-08 16:55:00
T01514,C0308,CH05,2023-03-28 07:48:00
T01515,C0308,CH03,2023-06-30 14:28:00
T01516,C0308,CH01,2023-09-14 04:34:00
T01517,C0308,CH04,2024-02-07 17:34:00
T01518,C0308,CH03,2024-10-10 12:57:00
T05534,C0308,CH06,2024-10-10 12:57:01
T01519,C0309,CH03,2023-09-19 19:36:00
T01520,C0309,CH01,2023-11-23 07:55:00
T01521,C0309,CH03,2023-12-22 20:18:00
T01522,C0309,CH02,2024-01-24 03:39:00
T01523,C0309,CH02,2024-03-30 11:48:00
T01524,C0309,CH01,2024-11-29 05:32:00
T01525,C0309,CH01,2024-12-09 21:18:00
T05102,C0309,CH06,2024-12-09 21:18:01
T01526,C0310,CH03,2023-08-12 08:14:00
T01527,C0310,CH03,2024-06-21 16:31:00
T01528,C0310,CH01,2024-07-22 17:55:00
T05551,C0310,CH06,2024-07-22 17:55:01
T01529,C0311,CH02,2023-12-20 14:08:00
T01530,C0311,CH04,2024-04-21 06:53:00
T01531,C0311,CH02,2024-05-11 03:15:00
T01532,C0311,CH05,2024-06-12 05:16:00
T05154,C0311,CH06,2024-06-12 05:16:01
T01533,C0312,CH03,2023-04-02 06:56:00
T01534,C0312,CH01,2023-11-12 17:47:00
T01535,C0312,CH02,2024-09-20 07:58:00
T05150,C0312,CH06,2024-09-20 07:58:01
T01536,C0313,CH04,2023-01-23 03:05:00
T01537,C0313,CH04,2023-10-02 08:30:00
T01538,C0313,CH03,2024-04-22 20:41:00
T01539,C0313,CH01,2024-08-31 13:14:00
T01540,C0313,CH01,2024-10-27 04:03:00
T01541,C0314,CH04,2023-12-03 07:33:00
T01542,C0314,CH05,2024-02-10 04:12:00
T01543,C0314,CH04,2024-02-13 16:46:00
T01544,C0314,CH01,2024-10-22 00:50:00
T01545,C0314,CH03,2024-11-07 13:27:00
T01546,C0314,CH05,2024-12-05 17:45:00
T05232,C0314,CH06,2024-12-05 17:45:01
T01547,C0315,CH02,2023-08-27 10:44:00
T01548,C0315,CH04,2023-09-07 17:21:00
T01549,C0315,CH04,2023-11-23 20:49:00
T01550,C0315,CH03,2024-01-01 06:36:00
T01551,C0315,CH01,2024-02-11 09:21:00
T01552,C0315,CH04,2024-08-01 22:48:00
T04952,C0315,CH06,2024-08-01 22:48:01
T01553,C0316,CH03,2023-10-18 20:33:00
T01554,C0316,CH05,2023-12-12 03:32:00
T01555,C0316,CH05,2024-05-24 03:09:00
T05344,C0316,CH06,2024-05-24 03:09:01
T01556,C0317,CH02,2023-12-09 14:05:00
T01557,C0317,CH01,2024-04-02 07:35:00
T01558,C0317,CH05,2024-07-26 02:51:00
T01559,C0317,CH03,2024-10-07 00:40:00
T05410,C0317,CH06,2024-10-07 00:40:01
T01560,C0318,CH01,2023-06-06 00:35:00
T01561,C0318,CH04,2023-07-24 00:17:00
T01562,C0318,CH03,2024-05-03 17:58:00
T01563,C0318,CH03,2024-05-11 05:34:00
T01564,C0318,CH04,2024-07-20 14:07:00
T05186,C0318,CH06,2024-07-20 14:07:01
T01565,C0319,CH03,2023-04-11 01:04:00
T01566,C0319,CH04,2023-10-04 20:45:00
T01567,C0319,CH05,2024-01-12 23:22:00
T01568,C0319,CH01,2024-06-12 16:58:00
T04967,C0319,CH06,2024-06-12 16:58:01
T01569,C0320,CH01,2023-02-17 13:34:00
T01570,C0320,CH04,2023-05-25 10:06:00
T01571,C0320,CH04,2023-07-24 04:11:00
T01572,C0320,CH04,2023-08-31 21:04:00
T01573,C0320,CH01,2023-11-07 02:40:00
T01574,C0321,CH02,2023-02-09 21:39:00
T01575,C0321,CH04,2023-03-20 18:45:00
T01576,C0321,CH01,2024-02-03 13:29:00
T01577,C0321,CH03,2024-03-26 13:22:00
T01578,C0322,CH03,2023-01-07 14:09:00
T01579,C0322,CH02,2024-03-16 00:58:00
T01580,C0322,CH01,2024-11-01 04:03:00
T05271,C0322,CH06,2024-11-01 04:03:01
T01581,C0323,CH02,2024-06-08 14:16:00
T01582,C0323,CH05,2024-09-22 10:09:00
T01583,C0323,CH02,2024-10-05 03:33:00
T01584,C0323,CH03,2024-10-06 06:32:00
T01585,C0323,CH05,2024-10-23 10:26:00
T01586,C0323,CH03,2024-10-26 23:43:00
T01587,C0323,CH01,2024-12-30 11:47:00
T05213,C0323,CH06,2024-12-30 11:47:01
T01588,C0324,CH03,2023-05-10 16:55:00
T01589,C0324,CH03,2024-03-31 05:29:00
T01590,C0324,CH05,2024-06-15 09:40:00
T01591,C0324,CH01,2024-10-24 08:13:00
T01592,C0324,CH01,2024-12-03 04:27:00
T01593,C0325,CH04,2023-06-04 03:35:00
T01594,C0325,CH01,2024-03-10 15:06:00
T01595,C0325,CH03,2024-06-05 04:20:00
T05008,C0325,CH06,2024-06-05 04:20:01
T01596,C0326,CH03,2023-03-08 12:01:00
T01597,C0326,CH03,2023-06-07 00:12:00
T01598,C0326,CH05,2023-09-14 21:27:00
T01599,C0326,CH04,2023-09-27 16:07:00
T01600,C0326,CH03,2023-11-30 15:05:00
T01601,C0326,CH03,2024-08-02 21:36:00
T05073,C0326,CH06,2024-08-02 21:36:01
T01602,C0327,CH03,2023-02-04 03:20:00
T01603,C0327,CH05,2023-09-20 14:38:00
T01604,C0327,CH03,2024-02-26 16:01:00
T01605,C0327,CH01,2024-02-29 16:23:00
T01606,C0327,CH01,2024-04-14 05:20:00
T01607,C0327,CH02,2024-11-13 13:53:00
T04956,C0327,CH06,2024-11-13 13:53:01
T01608,C0328,CH04,2023-04-16 12:08:00
T01609,C0328,CH04,2023-07-16 03:36:00
T01610,C0328,CH04,2024-05-24 20:21:00
T01611,C0328,CH03,2024-06-12 03:05:00
T05327,C0328,CH06,2024-06-12 03:05:01
T01612,C0329,CH04,2023-10-04 04:58:00
T01613,C0329,CH02,2024-03-19 06:57:00
T01614,C0329,CH02,2024-04-07 19:30:00
T01615,C0329,CH02,2024-09-17 11:40:00
T01616,C0329,CH04,2024-11-20 16:15:00
T01617,C0329,CH04,2024-12-03 12:35:00
T05190,C0329,CH06,2024-12-03 12:35:01
T01618,C0330,CH03,2023-08-23 07:45:00
T01619,C0330,CH01,2023-10-14 08:57:00
T01620,C0330,CH01,2024-03-23 07:50:00
T01621,C0330,CH05,2024-06-12 09:26:00
T01622,C0330,CH03,2024-07-11 13:55:00
T01623,C0330,CH04,2024-08-13 03:39:00
T01624,C0330,CH02,2024-09-29 15:14:00
T01625,C0331,CH04,2023-01-14 08:53:00
T01626,C0331,CH01,2023-03-21 01:03:00
T01627,C0331,CH04,2023-07-05 09:30:00
T01628,C0331,CH03,2023-07-10 18:29:00
T01629,C0331,CH01,2024-06-20 08:41:00
T05310,C0331,CH06,2024-06-20 08:41:01
T01630,C0332,CH02,2023-05-20 14:16:00
T01631,C0332,CH04,2023-11-09 23:06:00
T01632,C0332,CH04,2023-12-12 06:28:00
T01633,C0332,CH02,2023-12-27 17:41:00
T05139,C0332,CH06,2023-12-27 17:41:01
T01634,C0333,CH05,2023-01-26 18:36:00
T01635,C0333,CH03,2023-02-01 08:14:00
T01636,C0333,CH02,2023-02-13 09:43:00
T01637,C0333,CH04,2023-04-13 00:15:00
T01638,C0333,CH02,2023-09-07 23:30:00
T05503,C0333,CH06,2023-09-07 23:30:01
T01639,C0334,CH05,2023-06-14 08:30:00
T01640,C0334,CH03,2023-08-27 23:55:00
T01641,C0334,CH03,2024-05-27 23:51:00
T01642,C0334,CH02,2024-10-09 14:50:00
T01643,C0334,CH02,2024-12-02 02:15:00
T05095,C0334,CH06,2024-12-02 02:15:01
T01644,C0335,CH04,2023-01-17 21:23:00
T01645,C0335,CH03,2023-08-23 09:24:00
T01646,C0335,CH01,2024-10-29 22:19:00
T05501,C0335,CH06,2024-10-29 22:19:01
T01647,C0336,CH05,2023-02-24 02:30:00
T01648,C0336,CH05,2023-02-27 17:00:00
T01649,C0336,CH05,2023-04-19 17:37:00
T01650,C0336,CH02,2023-12-25 04:23:00
T01651,C0336,CH04,2024-05-06 12:46:00
T01652,C0336,CH04,2024-06-07 13:21:00
T05328,C0336,CH06,2024-06-07 13:21:01
T01653,C0337,CH05,2023-01-14 14:06:00
T01654,C0337,CH02,2023-02-22 03:39:00
T01655,C0337,CH01,2023-05-21 21:29:00
T01656,C0337,CH01,2024-04-09 17:45:00
T01657,C0337,CH02,2024-11-06 02:49:00
T01658,C0338,CH04,2023-01-06 15:35:00
T01659,C0338,CH04,2023-01-12 20:29:00
T01660,C0338,CH01,2023-02-12 15:14:00
T01661,C0338,CH05,2023-03-07 08:32:00
T01662,C0338,CH01,2024-01-09 15:09:00
T01663,C0338,CH05,2024-06-20 05:39:00
T01664,C0338,CH05,2024-09-13 01:53:00
T05319,C0338,CH06,2024-09-13 01:53:01
T01665,C0339,CH03,2023-05-06 17:24:00
T01666,C0339,CH03,2023-10-29 07:06:00
T01667,C0339,CH04,2024-01-22 00:50:00
T01668,C0339,CH03,2024-02-01 15:04:00
T01669,C0339,CH03,2024-03-05 15:41:00
T01670,C0339,CH04,2024-06-22 22:41:00
T01671,C0339,CH03,2024-12-20 07:50:00
T01672,C0340,CH01,2023-02-20 06:37:00
T01673,C0340,CH01,2023-05-13 21:10:00
T01674,C0340,CH02,2024-03-29 04:46:00
T01675,C0340,CH02,2024-05-16 19:02:00
T01676,C0340,CH05,2024-09-17 18:41:00
T01677,C0340,CH04,2024-12-30 20:58:00
T04990,C0340,CH06,2024-12-30 20:58:01
T01678,C0341,CH02,2023-04-09 03:30:00
T01679,C0341,CH03,2023-10-11 12:06:00
T01680,C0341,CH01,2023-10-28 23:37:00
T01681,C0341,CH01,2024-02-10 20:25:00
T01682,C0341,CH02,2024-07-16 23:14:00
T01683,C0341,CH02,2024-11-30 21:20:00
T05405,C0341,CH06,2024-11-30 21:20:01
T01684,C0342,CH01,2023-05-04 23:22:00
T01685,C0342,CH05,2023-08-10 22:00:00
T01686,C0342,CH02,2023-10-05 14:53:00
T01687,C0342,CH02,2024-06-04 13:09:00
T05078,C0342,CH06,2024-06-04 13:09:01
T01688,C0343,CH02,2023-05-24 13:26:00
T01689,C0343,CH03,2023-07-29 06:22:00
T01690,C0343,CH05,2024-01-23 02:21:00
T01691,C0343,CH05,2024-12-11 17:42:00
T04965,C0343,CH06,2024-12-11 17:42:01
T01692,C0344,CH04,2023-08-30 02:30:00
T01693,C0344,CH05,2024-01-02 14:26:00
T01694,C0344,CH02,2024-01-05 02:41:00
T01695,C0344,CH01,2024-12-31 10:35:00
T01696,C0345,CH05,2023-04-28 17:00:00
T01697,C0345,CH02,2023-07-25 21:07:00
T01698,C0345,CH01,2023-11-21 23:22:00
T01699,C0345,CH01,2024-08-06 22:12:00
T01700,C0345,CH04,2024-08-19 03:24:00
T01701,C0345,CH04,2024-09-05 20:13:00
T01702,C0346,CH04,2023-02-01 04:33:00
T01703,C0346,CH04,2023-06-08 03:20:00
T01704,C0346,CH02,2023-10-25 22:12:00
T01705,C0346,CH04,2023-10-26 01:34:00
T01706,C0346,CH03,2023-12-12 13:15:00
T01707,C0347,CH03,2023-07-28 07:22:00
T01708,C0347,CH04,2023-10-08 01:27:00
T01709,C0347,CH05,2024-08-27 01:24:00
T01710,C0348,CH01,2023-10-22 15:47:00
T01711,C0348,CH01,2023-12-12 13:08:00
T01712,C0348,CH05,2024-05-07 11:04:00
T01713,C0348,CH05,2024-11-28 00:43:00
T01714,C0349,CH03,2023-03-03 03:41:00
T01715,C0349,CH01,2023-06-13 19:45:00
T01716,C0349,CH03,2024-12-19 04:57:00
T05137,C0349,CH06,2024-12-19 04:57:01
T01717,C0350,CH03,2023-03-09 19:42:00
T01718,C0350,CH03,2023-04-07 23:55:00
T01719,C0350,CH03,2023-05-11 04:58:00
T01720,C0350,CH02,2023-09-24 21:19:00
T01721,C0350,CH05,2024-04-24 17:50:00
T01722,C0350,CH03,2024-05-26 11:21:00
T01723,C0350,CH03,2024-08-31 17:12:00
T05171,C0350,CH06,2024-08-31 17:12:01
T01724,C0351,CH04,2023-03-26 07:04:00
T01725,C0351,CH01,2023-08-18 06:05:00
T01726,C0351,CH04,2024-05-05 11:53:00
T01727,C0351,CH03,2024-06-24 15:13:00
T01728,C0351,CH05,2024-09-07 05:51:00
T01729,C0351,CH01,2024-12-04 07:34:00
T01730,C0352,CH04,2023-08-01 15:10:00
T01731,C0352,CH04,2023-08-10 06:10:00
T01732,C0352,CH04,2023-10-05 04:37:00
T01733,C0352,CH05,2024-02-23 03:42:00
T01734,C0352,CH04,2024-07-26 03:53:00
T01735,C0352,CH01,2024-10-03 14:37:00
T01736,C0352,CH04,2024-11-21 02:03:00
T01737,C0353,CH01,2023-05-17 00:43:00
T01738,C0353,CH04,2023-07-16 09:01:00
T01739,C0353,CH05,2024-09-26 12:11:00
T01740,C0353,CH05,2024-11-07 02:54:00
T05066,C0353,CH06,2024-11-07 02:54:01
T01741,C0354,CH04,2023-11-23 11:40:00
T01742,C0354,CH01,2023-12-04 21:02:00
